Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Creatures', 'Creatures - Rideable')",1103,275,0.007817,0.001949,0.000936,0.009766
"('Gameplay Effects/Changes', 'Creatures - Rideable')",3718,275,0.026351,0.001949,0.000354,0.0283
"('Faction: Companions', 'Translation')",281,2103,0.001992,0.014905,5.7e-05,0.016896
"('Faction: Thieves Guild', 'Fair and balanced')",251,7082,0.001779,0.050193,0.000787,0.051972
"('Poses', 'Birthsigns')",122,59,0.000865,0.000418,5.7e-05,0.001283
"('Solstheim', 'English')",256,12126,0.001814,0.085942,0.001219,0.087756
"('Magic - Potions', 'Utilities for Modders')",576,478,0.004082,0.003388,0.00012,0.00747
"('Hair', 'Clothing - Female')",398,1431,0.002821,0.010142,0.000439,0.012963
"('Related to Movies/TV/Other Games', 'Tutorials for Modders')",1019,221,0.007222,0.001566,7.1e-05,0.008788
"('Not Safe For Work', 'Tutorials for Modders')",284,221,0.002013,0.001566,1.4e-05,0.003579
"('Unrealistic', ""Modder's Resource"")",1027,1367,0.007279,0.009689,0.00039,0.016967
"('Faction: Companions', 'Tutorials for Modders')",281,221,0.001992,0.001566,1.4e-05,0.003558
"('Related to vampires', 'Clothing - Male')",680,1051,0.004819,0.007449,0.000333,0.012268
"('Scripted Events', 'Utilities for Modders')",755,478,0.005351,0.003388,0.000156,0.008739
"('Faction: College of Winterhold', 'English')",221,12126,0.001566,0.085942,0.001021,0.087508
"('Performance Optimization', 'Hair')",604,398,0.004281,0.002821,0.000135,0.007102
"('Replacer', ""Modder's Resource"")",3268,1367,0.023162,0.009689,0.001262,0.03285
"('For female characters', 'Not Lore-Friendly')",4508,2051,0.03195,0.014536,0.004182,0.046486
"('Audio - Music', 'Items - Leveled')",429,494,0.003041,0.003501,0.000191,0.006542
"('Races - New', 'Locations - Dungeons')",438,764,0.003104,0.005415,0.000319,0.008519
"('Lighting', 'Clothing')",760,1782,0.005386,0.01263,0.000404,0.018016
"('Companion Friendly', 'Races - Modified')",3345,595,0.023707,0.004217,0.000914,0.027924
"('Hair', 'Locations - Caverns')",398,441,0.002821,0.003126,8.5e-05,0.005946
"('Creatures - Rideable', 'Magic - Enchantments')",275,1012,0.001949,0.007172,0.000248,0.009122
"('Related to horses', 'Video')",379,253,0.002686,0.001793,0.000142,0.004479
"('Faction: Thieves Guild', 'Other languages')",251,619,0.001779,0.004387,4.3e-05,0.006166
"('Face models', 'Utilities for Modders')",771,478,0.005464,0.003388,0.000113,0.008852
"('Official', 'Italian')",244,723,0.001729,0.005124,0.000213,0.006854
"('Lighting', 'Locations - Dungeons')",760,764,0.005386,0.005415,0.000581,0.010801
"('Classes component', 'French')",169,748,0.001198,0.005301,0.000106,0.006499
"('Environment - Water', 'Saved games')",301,974,0.002133,0.006903,7.8e-05,0.009036
"('Races - New', 'Saved games')",438,974,0.003104,0.006903,0.000149,0.010007
"('Clothing - Male', 'Plants / Foliage')",1051,452,0.007449,0.003204,0.000432,0.010652
"('Related to vampires', 'Anime')",680,715,0.004819,0.005068,0.000113,0.009887
"('Locations - Buildings', ""Modder's Resource"")",1693,1367,0.011999,0.009689,0.000652,0.021688
"('English', 'Clothing - Female')",12126,1431,0.085942,0.010142,0.005479,0.096084
"('Official', 'Lore-Friendly')",244,8619,0.001729,0.061087,0.000928,0.062816
"('Body models', 'NPCs')",503,3220,0.003565,0.022822,0.001162,0.026386
"('Animation - Modified', 'Sexy/Skimpy')",364,1268,0.00258,0.008987,0.000184,0.011567
"('German', 'Magic - Enchantments')",1083,1012,0.007676,0.007172,0.00034,0.014848
"('Fair and balanced', 'Guilds / Factions')",7082,572,0.050193,0.004054,0.002225,0.054247
"('Animation - New', 'Clothing - Male')",269,1051,0.001907,0.007449,0.000149,0.009355
"('Faction: Thieves Guild', 'For male characters')",251,3578,0.001779,0.025359,0.000439,0.027138
"('Audio - Voices', 'Hearthfire')",494,967,0.003501,0.006854,0.000184,0.010355
"('Scripted Events', 'Locations - Buildings')",755,1693,0.005351,0.011999,0.001056,0.01735
"('Saved games', 'Items - Ingredients')",974,748,0.006903,0.005301,0.00012,0.012205
"('Quests', 'User Interface')",843,594,0.005975,0.00421,0.00012,0.010185
"('French', 'Books')",748,1045,0.005301,0.007406,0.000369,0.012708
"('English', 'SKSE (Skyrim Script Extender)')",12126,1199,0.085942,0.008498,0.005592,0.09444
"('Audio - Voices', 'Face models')",494,771,0.003501,0.005464,0.000262,0.008966
"('Plants / Foliage', 'Tutorials for Players')",452,204,0.003204,0.001446,9.2e-05,0.004649
"('Cheating', 'Tutorials for Players')",997,204,0.007066,0.001446,0.000142,0.008512
"('Clothing - Female', 'NPC Trainers')",1431,264,0.010142,0.001871,0.000326,0.012013
"('Animation - Modified', 'Czech')",364,195,0.00258,0.001382,6.4e-05,0.003962
"('Fair and balanced', 'Environment - Water')",7082,301,0.050193,0.002133,0.000744,0.052326
"('Hair', 'Locations - Player-Owned')",398,1952,0.002821,0.013835,0.000113,0.016655
"('New Lands', 'Other languages')",460,619,0.00326,0.004387,0.000142,0.007647
"('Fair and balanced', 'Locations - World Map')",7082,1159,0.050193,0.008214,0.003714,0.058407
"('Humor, Joke or Just for Fun', 'Plants / Foliage')",1282,452,0.009086,0.003204,0.00022,0.01229
"('Environment - Weather', 'Items - Clutter')",342,1230,0.002424,0.008718,0.000241,0.011141
"('Poses', 'Locations - Player-Owned')",122,1952,0.000865,0.013835,9.9e-05,0.014699
"('New textures', 'Books')",4507,1045,0.031943,0.007406,0.001425,0.039349
"('Items - Furniture', 'Magic - Enchantments')",706,1012,0.005004,0.007172,0.000638,0.012176
"('Items - Leveled', 'Tutorials for Players')",494,204,0.003501,0.001446,7.1e-05,0.004947
"('Animation - Modified', 'English')",364,12126,0.00258,0.085942,0.001304,0.088522
"('For male characters', 'Non-Playable Resource')",3578,301,0.025359,0.002133,0.00012,0.027492
"('Clothing', 'Clothing - Female')",1782,1431,0.01263,0.010142,0.00713,0.022772
"('Official', 'Face models')",244,771,0.001729,0.005464,0.000184,0.007194
"('Faction: College of Winterhold', 'Classes component')",221,169,0.001566,0.001198,5e-05,0.002764
"('Items - Furniture', 'Utilities for Modders')",706,478,0.005004,0.003388,0.000206,0.008392
"('Leveled Lists', 'Plants / Foliage')",516,452,0.003657,0.003204,0.000241,0.006861
"('German', 'NPC Trainers')",1083,264,0.007676,0.001871,0.00017,0.009547
"('Solstheim', 'Italian')",256,723,0.001814,0.005124,7.8e-05,0.006939
"('Saved games', 'Magic - Potions')",974,576,0.006903,0.004082,7.1e-05,0.010986
"('Plants / Foliage', 'Weapons')",452,3646,0.003204,0.025841,0.000773,0.029044
"('Related to vampires', 'Items - Clutter')",680,1230,0.004819,0.008718,0.000347,0.013537
"('For male characters', 'Humor, Joke or Just for Fun')",3578,1282,0.025359,0.009086,0.001247,0.034445
"('Faction: College of Winterhold', ""Modder's Resource"")",221,1367,0.001566,0.009689,7.1e-05,0.011255
"('Official', 'SKSE (Skyrim Script Extender)')",244,1199,0.001729,0.008498,0.000106,0.010227
"('Translation', 'Unrealistic')",2103,1027,0.014905,0.007279,9.2e-05,0.022184
"('Audio - Music', 'Lore-Friendly')",429,8619,0.003041,0.061087,0.00107,0.064127
"('Lighting', 'Czech')",760,195,0.005386,0.001382,0.00012,0.006768
"('Related to vampires', 'New models')",680,2261,0.004819,0.016025,0.000546,0.020844
"('Armor - Shields', 'Locations - World Map')",1628,1159,0.011538,0.008214,0.000992,0.019753
"('Fair and balanced', 'User Interface')",7082,594,0.050193,0.00421,0.000943,0.054403
"('Scripted Events', 'Video')",755,253,0.005351,0.001793,0.000276,0.007144
"('Classes component', 'Locations - World Map')",169,1159,0.001198,0.008214,0.000248,0.009412
"('Faction: Companions', 'Not Lore-Friendly')",281,2051,0.001992,0.014536,0.000149,0.016528
"('Guilds / Factions', 'French')",572,748,0.004054,0.005301,0.00022,0.009355
"('Races - Modified', 'Books')",595,1045,0.004217,0.007406,0.00039,0.011623
"('English', 'Utilities for Modders')",12126,478,0.085942,0.003388,0.001807,0.08933
"('Italian', 'Tutorials for Modders')",723,221,0.005124,0.001566,5.7e-05,0.006691
"('Related to horses', 'NPC Vendors')",379,973,0.002686,0.006896,0.000361,0.009582
"('Birthsigns', 'Creatures - Rideable')",59,275,0.000418,0.001949,7.8e-05,0.002367
"('Anime', 'Hearthfire')",715,967,0.005068,0.006854,0.000113,0.011921
"('Unrealistic', 'Locations - World Map')",1027,1159,0.007279,0.008214,0.000191,0.015493
"('Cheating', 'Guilds / Factions')",997,572,0.007066,0.004054,0.000156,0.01112
"('Hair', 'Armor - Shields')",398,1628,0.002821,0.011538,0.000241,0.014359
"('Quests', 'Locations - Dungeons')",843,764,0.005975,0.005415,0.001942,0.011389
"('Body models', 'Hearthfire')",503,967,0.003565,0.006854,7.8e-05,0.010419
"('Poses', 'Environment - Water')",122,301,0.000865,0.002133,8.5e-05,0.002998
"('Environment - Sky', 'Hair')",435,398,0.003083,0.002821,9.9e-05,0.005904
"('Quests', 'Anime')",843,715,0.005975,0.005068,6.4e-05,0.011042
"('Clothing - Male', 'NPCs')",1051,3220,0.007449,0.022822,0.001481,0.03027
"('Russian', 'Armor - Shields')",581,1628,0.004118,0.011538,0.000291,0.015656
"('Classes component', 'Russian')",169,581,0.001198,0.004118,8.5e-05,0.005316
"('Lore-Friendly', 'Magic - Spells')",8619,2019,0.061087,0.01431,0.005457,0.075396
"('Not Lore-Friendly', 'NPCs')",2051,3220,0.014536,0.022822,0.001999,0.037358
"('New Lands', 'Items - Furniture')",460,706,0.00326,0.005004,0.00056,0.008264
"('NPC Vendors', 'Utilities for Players')",973,947,0.006896,0.006712,0.000276,0.013608
"('Related to Movies/TV/Other Games', 'Scripted Events')",1019,755,0.007222,0.005351,0.000411,0.012573
"('Clothing - Male', 'Hearthfire')",1051,967,0.007449,0.006854,0.000298,0.014302
"('Official', 'Scripted Events')",244,755,0.001729,0.005351,0.00022,0.00708
"('Body models', 'Races - Modified')",503,595,0.003565,0.004217,0.000744,0.007782
"('Items - Furniture', ""Modder's Resource"")",706,1367,0.005004,0.009689,0.000695,0.014692
"('Quests', 'Items - Clutter')",843,1230,0.005975,0.008718,0.000872,0.014692
"('Faction: Thieves Guild', 'Not Lore-Friendly')",251,2051,0.001779,0.014536,9.2e-05,0.016315
"('Japanese', 'Items - Leveled')",417,494,0.002955,0.003501,9.2e-05,0.006457
"('Environment - Water', 'SKSE (Skyrim Script Extender)')",301,1199,0.002133,0.008498,0.000163,0.010631
"('Locations - Buildings', 'NPCs')",1693,3220,0.011999,0.022822,0.003707,0.034821
"('Polish', 'Locations - Buildings')",544,1693,0.003856,0.011999,0.000305,0.015855
"('Anime', 'Magic - Potions')",715,576,0.005068,0.004082,7.8e-05,0.00915
"('Environment - Water', 'Dragonborn')",301,1519,0.002133,0.010766,0.00017,0.012899
"('Locations - World Map', 'Tutorials for Modders')",1159,221,0.008214,0.001566,7.1e-05,0.009781
"('Environment - Other', 'Dawnguard')",1225,1800,0.008682,0.012757,0.000432,0.021439
"('Races - New', 'Magic - Potions')",438,576,0.003104,0.004082,0.000262,0.007187
"('Audio - Music', 'Dragonborn')",429,1519,0.003041,0.010766,0.000227,0.013806
"('Environment - Weather', 'Tutorials for Modders')",342,221,0.002424,0.001566,7.8e-05,0.00399
"('Italian', 'Utilities for Modders')",723,478,0.005124,0.003388,0.000213,0.008512
"('Faction: Dark Brotherhood', 'Related to horses')",233,379,0.001651,0.002686,9.9e-05,0.004338
"('Lighting', 'Russian')",760,581,0.005386,0.004118,0.000248,0.009504
"('Animation - Modified', 'Audio - Sound FX')",364,587,0.00258,0.00416,0.00034,0.00674
"('Cheating', 'Dragonborn')",997,1519,0.007066,0.010766,0.000439,0.017832
"('Creatures', 'Non-Playable Resource')",1103,301,0.007817,0.002133,0.000135,0.009951
"('New Lands', 'Anime')",460,715,0.00326,0.005068,6.4e-05,0.008328
"('Plants / Foliage', 'SKSE (Skyrim Script Extender)')",452,1199,0.003204,0.008498,0.000262,0.011701
"('Audio - Sound FX', 'Tutorials for Players')",587,204,0.00416,0.001446,7.8e-05,0.005606
"('Animation - New', 'Birthsigns')",269,59,0.001907,0.000418,9.2e-05,0.002325
"('Lore-Friendly', 'Locations - Player-Owned')",8619,1952,0.061087,0.013835,0.00713,0.074921
"('Solstheim', 'Items - Apparatus')",256,449,0.001814,0.003182,9.2e-05,0.004997
"('Russian', 'Magic - Spells')",581,2019,0.004118,0.01431,0.00034,0.018427
"('Hearthfire', 'Tutorials for Players')",967,204,0.006854,0.001446,7.8e-05,0.008299
"('Faction: Thieves Guild', 'Items - Clutter')",251,1230,0.001779,0.008718,0.000128,0.010496
"('Compilation', 'Environment - Weather')",406,342,0.002877,0.002424,0.000163,0.005301
"('Official', 'Non-Playable Resource')",244,301,0.001729,0.002133,9.9e-05,0.003863
"('Audio - Voices', 'SKSE (Skyrim Script Extender)')",494,1199,0.003501,0.008498,0.000248,0.011999
"('Solstheim', 'Quests')",256,843,0.001814,0.005975,0.000198,0.007789
"('Clothing - Male', 'User Interface')",1051,594,0.007449,0.00421,0.000128,0.011659
"('Related to vampires', 'NPCs')",680,3220,0.004819,0.022822,0.00124,0.027641
"('New models', 'NPCs')",2261,3220,0.016025,0.022822,0.002218,0.038846
"('Polish', 'Utilities for Modders')",544,478,0.003856,0.003388,0.000206,0.007243
"('Translation', 'Locations - Dungeons')",2103,764,0.014905,0.005415,0.000198,0.02032
"('English', 'Creatures')",12126,1103,0.085942,0.007817,0.005039,0.09376
"('Face models', 'Unrealistic')",771,1027,0.005464,0.007279,0.000312,0.012743
"('Environment - Weather', 'Lore-Friendly')",342,8619,0.002424,0.061087,0.000971,0.06351
"('Unbalanced', 'Locations - Dungeons')",934,764,0.00662,0.005415,0.000191,0.012034
"('Body models', 'Environment - Weather')",503,342,0.003565,0.002424,0.000135,0.005989
"('Faction: Companions', 'Humor, Joke or Just for Fun')",281,1282,0.001992,0.009086,0.000135,0.011078
"('Environment - Water', 'Items - Apparatus')",301,449,0.002133,0.003182,0.000241,0.005316
"('Compilation', 'Scripted Events')",406,755,0.002877,0.005351,0.000269,0.008228
"('Companion Friendly', 'SKSE (Skyrim Script Extender)')",3345,1199,0.023707,0.008498,0.001056,0.032205
"('Weapons', ""Modder's Resource"")",3646,1367,0.025841,0.009689,0.001177,0.035529
"('Face models', 'Russian')",771,581,0.005464,0.004118,0.000156,0.009582
"('Fair and balanced', 'Unrealistic')",7082,1027,0.050193,0.007279,0.001262,0.057472
"('Solstheim', 'Magic - Spells')",256,2019,0.001814,0.01431,0.000312,0.016124
"('Audio - Voices', 'Races - New')",494,438,0.003501,0.003104,0.000276,0.006605
"('Fair and balanced', 'German')",7082,1083,0.050193,0.007676,0.00236,0.057869
"('Birthsigns', 'Creatures')",59,1103,0.000418,0.007817,0.000113,0.008236
"('Related to horses', 'Magic - Enchantments')",379,1012,0.002686,0.007172,0.000234,0.009859
"('Replacer', 'Utilities for Players')",3268,947,0.023162,0.006712,0.000574,0.029873
"('Gameplay Effects/Changes', 'New Lands')",3718,460,0.026351,0.00326,0.000581,0.029611
"('Compilation', 'Audio - Sound FX')",406,587,0.002877,0.00416,0.000227,0.007038
"('Quests', 'NPC Vendors')",843,973,0.005975,0.006896,0.001212,0.012871
"('Related to horses', 'English')",379,12126,0.002686,0.085942,0.001495,0.088628
"('Items - Furniture', 'Items - Leveled')",706,494,0.005004,0.003501,0.000687,0.008505
"('Faction: College of Winterhold', 'Dawnguard')",221,1800,0.001566,0.012757,0.000241,0.014324
"('For female characters', 'Lighting')",4508,760,0.03195,0.005386,0.000425,0.037337
"('Companions', 'Cheating')",2791,997,0.019781,0.007066,0.000482,0.026847
"('Not Lore-Friendly', 'Utilities for Modders')",2051,478,0.014536,0.003388,0.000113,0.017924
"('Humor, Joke or Just for Fun', 'Tutorials for Players')",1282,204,0.009086,0.001446,8.5e-05,0.010532
"('New models', 'Anime')",2261,715,0.016025,0.005068,0.000787,0.021092
"('Nudity', 'Locations - Buildings')",336,1693,0.002381,0.011999,9.2e-05,0.01438
"('Guilds / Factions', 'Magic - Potions')",572,576,0.004054,0.004082,0.000432,0.008136
"('Environment - Sky', 'Items - Clutter')",435,1230,0.003083,0.008718,0.000262,0.011801
"('Plants / Foliage', 'Non-Playable Resource')",452,301,0.003204,0.002133,9.9e-05,0.005337
"('Clothing - Female', 'NPCs')",1431,3220,0.010142,0.022822,0.001552,0.032964
"('Birthsigns', 'Nudity')",59,336,0.000418,0.002381,2.8e-05,0.0028
"('Unbalanced', 'Items - Apparatus')",934,449,0.00662,0.003182,0.000149,0.009802
"('Not Lore-Friendly', 'User Interface')",2051,594,0.014536,0.00421,0.00012,0.018746
"('Video', 'English')",253,12126,0.001793,0.085942,0.001198,0.087735
"('Other languages', 'Utilities for Players')",619,947,0.004387,0.006712,0.000305,0.011099
"('Cheating', 'Quests')",997,843,0.007066,0.005975,0.000198,0.013041
"('Japanese', 'Clothing - Female')",417,1431,0.002955,0.010142,0.000128,0.013098
"('Faction: Dark Brotherhood', 'Related to Movies/TV/Other Games')",233,1019,0.001651,0.007222,9.2e-05,0.008873
"('Solstheim', 'Translation')",256,2103,0.001814,0.014905,4.3e-05,0.016719
"('Magic - Spells', 'SKSE (Skyrim Script Extender)')",2019,1199,0.01431,0.008498,0.001042,0.022807
"('Translation', 'Magic - Potions')",2103,576,0.014905,0.004082,0.000156,0.018987
"('Quests', 'Polish')",843,544,0.005975,0.003856,0.000206,0.00983
"('Gameplay Effects/Changes', 'Lighting')",3718,760,0.026351,0.005386,0.001354,0.031737
"('Lighting', 'Races - Modified')",760,595,0.005386,0.004217,0.000206,0.009603
"('For male characters', 'Creatures - Rideable')",3578,275,0.025359,0.001949,0.000333,0.027308
"('Clothing - Male', 'NPC Trainers')",1051,264,0.007449,0.001871,0.000298,0.00932
"('Unbalanced', 'Magic - Enchantments')",934,1012,0.00662,0.007172,0.000829,0.013792
"('Birthsigns', 'Not Safe For Work')",59,284,0.000418,0.002013,1.4e-05,0.002431
"('Related to vampires', 'Dawnguard')",680,1800,0.004819,0.012757,0.00185,0.017577
"('Faction: College of Winterhold', 'Replacer')",221,3268,0.001566,0.023162,0.000269,0.024728
"('Animation - New', 'Armor - Shields')",269,1628,0.001907,0.011538,0.000234,0.013445
"('Companions', 'Clothing - Female')",2791,1431,0.019781,0.010142,0.00085,0.029923
"('Companion Friendly', 'User Interface')",3345,594,0.023707,0.00421,0.000262,0.027917
"('Face models', 'Dragonborn')",771,1519,0.005464,0.010766,0.000184,0.01623
"('Fair and balanced', 'Not Safe For Work')",7082,284,0.050193,0.002013,0.000333,0.052206
"('Official', 'Replacer')",244,3268,0.001729,0.023162,0.000432,0.024891
"('Related to vampires', 'Cheating')",680,997,0.004819,0.007066,0.000234,0.011886
"('Locations - Caverns', 'Hearthfire')",441,967,0.003126,0.006854,0.000248,0.009979
"('Environment - Water', 'Tutorials for Modders')",301,221,0.002133,0.001566,7.8e-05,0.0037
"('New models', 'Russian')",2261,581,0.016025,0.004118,0.00056,0.020142
"('Companions', 'Lore-Friendly')",2791,8619,0.019781,0.061087,0.007711,0.080868
"('Lighting', 'Tutorials for Players')",760,204,0.005386,0.001446,0.000156,0.006832
"('Classes component', 'User Interface')",169,594,0.001198,0.00421,7.8e-05,0.005408
"('Birthsigns', 'Locations - Buildings')",59,1693,0.000418,0.011999,9.9e-05,0.012417
"('Animation - Modified', 'Humor, Joke or Just for Fun')",364,1282,0.00258,0.009086,0.000276,0.011666
"('Environment - Other', 'Locations - Dungeons')",1225,764,0.008682,0.005415,0.000865,0.014097
"('Performance Optimization', 'Audio - Music')",604,429,0.004281,0.003041,0.00017,0.007321
"('Magic - Spells', 'User Interface')",2019,594,0.01431,0.00421,0.000241,0.018519
"('Anime', 'German')",715,1083,0.005068,0.007676,5e-05,0.012743
"('Official', 'Japanese')",244,417,0.001729,0.002955,0.000184,0.004685
"('Related to horses', 'Tutorials for Players')",379,204,0.002686,0.001446,8.5e-05,0.004132
"('Official', 'Performance Optimization')",244,604,0.001729,0.004281,0.000269,0.00601
"('Companion Friendly', 'Faction: Dark Brotherhood')",3345,233,0.023707,0.001651,0.000468,0.025359
"('Hair', 'Items - Clutter')",398,1230,0.002821,0.008718,0.000156,0.011538
"('Scripted Events', 'Items - Leveled')",755,494,0.005351,0.003501,0.000425,0.008852
"('Faction: Dark Brotherhood', 'Humor, Joke or Just for Fun')",233,1282,0.001651,0.009086,7.1e-05,0.010737
"('Non-Playable Resource', 'Utilities for Players')",301,947,0.002133,0.006712,0.000687,0.008845
"('Official', 'Cheating')",244,997,0.001729,0.007066,0.000227,0.008795
"('Fair and balanced', 'Environment - Other')",7082,1225,0.050193,0.008682,0.002736,0.058875
"('Environment - Other', 'New models')",1225,2261,0.008682,0.016025,0.001084,0.024707
"('New Lands', 'NPCs')",460,3220,0.00326,0.022822,0.001254,0.026082
"('Faction: Thieves Guild', 'NPC Vendors')",251,973,0.001779,0.006896,0.000198,0.008675
"('Solstheim', 'Unbalanced')",256,934,0.001814,0.00662,6.4e-05,0.008434
"('Companions', 'Gameplay Effects/Changes')",2791,3718,0.019781,0.026351,0.0018,0.046132
"('Faction: Thieves Guild', 'Dragonborn')",251,1519,0.001779,0.010766,0.000191,0.012545
"('Leveled Lists', 'Weapons')",516,3646,0.003657,0.025841,0.001233,0.029498
"('Audio - Voices', 'Locations - Buildings')",494,1693,0.003501,0.011999,0.000673,0.0155
"('Lighting', 'Clothing - Female')",760,1431,0.005386,0.010142,0.000291,0.015529
"('Faction: Companions', 'Unbalanced')",281,934,0.001992,0.00662,9.9e-05,0.008611
"('Unrealistic', 'Plants / Foliage')",1027,452,0.007279,0.003204,0.00012,0.010482
"('Locations - Player-Owned', 'Weapons')",1952,3646,0.013835,0.025841,0.001488,0.039675
"('Poses', 'Locations - World Map')",122,1159,0.000865,0.008214,0.000106,0.009079
"('Lore-Friendly', 'Saved games')",8619,974,0.061087,0.006903,0.000992,0.06799
"('Scripted Events', 'Tutorials for Players')",755,204,0.005351,0.001446,0.000113,0.006797
"('Sexy/Skimpy', 'Magic - Enchantments')",1268,1012,0.008987,0.007172,0.000106,0.016159
"('Gameplay Effects/Changes', 'Polish')",3718,544,0.026351,0.003856,0.000794,0.030207
"('Leveled Lists', 'Locations - Buildings')",516,1693,0.003657,0.011999,0.000439,0.015656
"('Not Safe For Work', 'Saved games')",284,974,0.002013,0.006903,5.7e-05,0.008916
"('Audio - Voices', 'Video')",494,253,0.003501,0.001793,0.000269,0.005294
"('Faction: Thieves Guild', 'SKSE (Skyrim Script Extender)')",251,1199,0.001779,0.008498,7.1e-05,0.010277
"('Cheating', 'Locations - Buildings')",997,1693,0.007066,0.011999,0.000283,0.019065
"('Faction: Dark Brotherhood', 'Magic - Enchantments')",233,1012,0.001651,0.007172,0.000135,0.008824
"('Leveled Lists', 'Tutorials for Players')",516,204,0.003657,0.001446,8.5e-05,0.005103
"('Unbalanced', 'Face models')",934,771,0.00662,0.005464,0.000149,0.012084
"('Races - New', 'Lore-Friendly')",438,8619,0.003104,0.061087,0.001077,0.064191
"('Performance Optimization', 'Russian')",604,581,0.004281,0.004118,0.00034,0.008399
"('Compilation', 'Replacer')",406,3268,0.002877,0.023162,0.000702,0.026039
"('Nudity', 'Japanese')",336,417,0.002381,0.002955,4.3e-05,0.005337
"('For male characters', 'Animation - New')",3578,269,0.025359,0.001907,0.000354,0.027265
"('Environment - Sky', 'Face models')",435,771,0.003083,0.005464,0.00017,0.008547
"('Anime', 'NPC Trainers')",715,264,0.005068,0.001871,5e-05,0.006939
"('For male characters', 'NPCs')",3578,3220,0.025359,0.022822,0.003048,0.04818
"('Body models', 'Tutorials for Players')",503,204,0.003565,0.001446,7.8e-05,0.005011
"('Companions', 'Non-Playable Resource')",2791,301,0.019781,0.002133,0.000163,0.021914
"('Scripted Events', 'Magic - Potions')",755,576,0.005351,0.004082,0.000602,0.009433
"('Animation - Modified', 'Magic - Enchantments')",364,1012,0.00258,0.007172,0.000227,0.009752
"('Not Lore-Friendly', 'Czech')",2051,195,0.014536,0.001382,4.3e-05,0.015918
"('Environment - Water', 'Nudity')",301,336,0.002133,0.002381,2.8e-05,0.004515
"('ENB Preset', 'Unrealistic')",76,1027,0.000539,0.007279,7e-06,0.007817
"('Animation - New', 'Locations - Caverns')",269,441,0.001907,0.003126,0.000135,0.005032
"('Clothing - Male', ""Modder's Resource"")",1051,1367,0.007449,0.009689,0.000496,0.017137
"('Cheating', 'Sexy/Skimpy')",997,1268,0.007066,0.008987,0.000113,0.016053
"('Unbalanced', 'Russian')",934,581,0.00662,0.004118,0.000128,0.010737
"('Sexy/Skimpy', 'Items - Ingredients')",1268,748,0.008987,0.005301,7.1e-05,0.014288
"('Classes component', 'Clothing - Female')",169,1431,0.001198,0.010142,0.000248,0.01134
"('Compilation', 'Classes component')",406,169,0.002877,0.001198,0.000191,0.004075
"('Birthsigns', 'Books')",59,1045,0.000418,0.007406,9.9e-05,0.007825
"('For male characters', 'Utilities for Players')",3578,947,0.025359,0.006712,0.000553,0.032071
"('New models', 'NPC Vendors')",2261,973,0.016025,0.006896,0.001099,0.022921
"('Items - Leveled', 'Locations - Buildings')",494,1693,0.003501,0.011999,0.000794,0.0155
"('New Lands', 'Video')",460,253,0.00326,0.001793,0.000198,0.005053
"('ENB Preset', 'Italian')",76,723,0.000539,0.005124,7e-06,0.005663
"('Items - Clutter', 'Utilities for Players')",1230,947,0.008718,0.006712,0.000447,0.015429
"('Items - Leveled', 'Weapons')",494,3646,0.003501,0.025841,0.00163,0.029342
"('Related to MLP', 'Related to Movies/TV/Other Games')",4,1019,2.8e-05,0.007222,1.4e-05,0.00725
"('Audio - Voices', 'New Lands')",494,460,0.003501,0.00326,0.000418,0.006761
"('Lighting', 'Items - Clutter')",760,1230,0.005386,0.008718,0.000723,0.014104
"('Video', 'Locations - Dungeons')",253,764,0.001793,0.005415,0.000241,0.007208
"('Not Lore-Friendly', 'NPC Vendors')",2051,973,0.014536,0.006896,0.000489,0.021432
"('Companions', 'Classes component')",2791,169,0.019781,0.001198,0.000319,0.020979
"('Performance Optimization', 'Classes component')",604,169,0.004281,0.001198,0.000106,0.005479
"('Environment - Sky', 'Sexy/Skimpy')",435,1268,0.003083,0.008987,6.4e-05,0.01207
"('Companions', 'Creatures')",2791,1103,0.019781,0.007817,0.002303,0.027598
"('Hair', 'Saved games')",398,974,0.002821,0.006903,0.000269,0.009724
"('Audio - Sound FX', ""Modder's Resource"")",587,1367,0.00416,0.009689,0.000213,0.013849
"('Lighting', 'Magic - Enchantments')",760,1012,0.005386,0.007172,0.000425,0.012559
"('Races - Modified', 'Plants / Foliage')",595,452,0.004217,0.003204,0.00017,0.007421
"('Replacer', 'German')",3268,1083,0.023162,0.007676,0.000808,0.030837
"('Creatures', 'Utilities for Modders')",1103,478,0.007817,0.003388,0.000142,0.011205
"('Chargen', 'Fair and balanced')",565,7082,0.004004,0.050193,0.001304,0.054198
"('Companions', 'Items - Clutter')",2791,1230,0.019781,0.008718,0.00068,0.028499
"('Guilds / Factions', ""Modder's Resource"")",572,1367,0.004054,0.009689,0.000269,0.013743
"('Items - Clutter', 'Items - Furniture')",1230,706,0.008718,0.005004,0.002353,0.013721
"('Poses', 'Nudity')",122,336,0.000865,0.002381,5e-05,0.003246
"('Video', 'Polish')",253,544,0.001793,0.003856,0.000113,0.005649
"('New Lands', 'Italian')",460,723,0.00326,0.005124,0.00017,0.008384
"('Fair and balanced', 'Lighting')",7082,760,0.050193,0.005386,0.001488,0.05558
"('Chargen', 'Nudity')",565,336,0.004004,0.002381,7.8e-05,0.006386
