Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Russian', 'OBMM (Oblivion Mod Manager)')",228,116,0.003572,0.001817,1.6e-05,0.005389
"('Unrealistic', 'Creatures - Rideable')",81,148,0.001269,0.002319,3.1e-05,0.003588
"('Environment - Water', 'Scripted Events')",84,562,0.001316,0.008804,0.000235,0.01012
"('For female characters', 'Environment - Sky')",1825,105,0.028591,0.001645,0.000266,0.030236
"('Official', 'Robert Male Bodybase')",43,223,0.000674,0.003494,3.1e-05,0.004167
"('Robert Male Bodybase', 'Tutorials for Modders')",223,95,0.003494,0.001488,3.1e-05,0.004982
"('Chargen', 'Translation')",108,32,0.001692,0.000501,1.6e-05,0.002193
"('Robert Female Bodybase', 'Robert Male Bodybase')",129,223,0.002021,0.003494,0.000893,0.005514
"('Sexy/Skimpy', 'Italian')",267,81,0.004183,0.001269,3.1e-05,0.005452
"('Video', 'Books')",128,430,0.002005,0.006736,0.000235,0.008742
"('Performance Optimization', 'Nudity')",162,225,0.002538,0.003525,4.7e-05,0.006063
"('Quests', 'Clothing - Female')",636,452,0.009964,0.007081,0.000627,0.017045
"('Leveled Lists', 'German')",150,396,0.00235,0.006204,0.000141,0.008554
"('Chargen', 'Body models')",108,144,0.001692,0.002256,7.8e-05,0.003948
"('Related to vampires', 'Quests')",250,636,0.003917,0.009964,0.000486,0.01388
"('English', 'NPCs')",6911,1098,0.108269,0.017201,0.013536,0.12547
"('Czech', 'NPC Trainers')",8,173,0.000125,0.00271,1.6e-05,0.002836
"('Official', 'Environment - Weather')",43,101,0.000674,0.001582,1.6e-05,0.002256
"('Anime', 'French')",88,170,0.001379,0.002663,1.6e-05,0.004042
"('French', 'Magic - Enchantments')",170,358,0.002663,0.005608,0.000125,0.008272
"('Official', 'Not Lore-Friendly')",43,262,0.000674,0.004105,1.6e-05,0.004778
"('Robert Female Bodybase', 'Clothing - Male')",129,226,0.002021,0.003541,0.000157,0.005561
"('For male characters', 'Clothing - Male')",1242,226,0.019457,0.003541,0.00224,0.022998
"('Lore-Friendly', 'Non-Playable Resource')",1738,237,0.027228,0.003713,0.000486,0.030941
"('Audio - Voices', 'Tutorials for Players')",157,40,0.00246,0.000627,7.8e-05,0.003086
"('Birthsigns', 'Environment - Weather')",67,101,0.00105,0.001582,3.1e-05,0.002632
"('For male characters', 'Locations - Caverns')",1242,284,0.019457,0.004449,0.001457,0.023907
"('Clothing - Male', 'NPCs')",226,1098,0.003541,0.017201,0.000877,0.020742
"('Environment - Other', 'Non-Playable Resource')",346,237,0.00542,0.003713,9.4e-05,0.009133
"('Robert Female Bodybase', 'Items - Clutter')",129,621,0.002021,0.009729,6.3e-05,0.01175
"('Races - New', 'Items - Ingredients')",515,319,0.008068,0.004997,0.000282,0.013066
"('Classes component', 'Saved games')",117,481,0.001833,0.007535,0.000157,0.009368
"('Classes component', 'Japanese')",117,167,0.001833,0.002616,1.6e-05,0.004449
"('Related to Movies/TV/Other Games', 'Audio - Sound FX')",478,190,0.007488,0.002977,0.000439,0.010465
"('Quests', 'Items - Furniture')",636,322,0.009964,0.005044,0.00094,0.015008
"('Humor, Joke or Just for Fun', 'Utilities for Modders')",256,236,0.004011,0.003697,4.7e-05,0.007708
"('Compilation', 'Italian')",192,81,0.003008,0.001269,0.00011,0.004277
"('EC/HGEC Bodybase', 'Armor - Shields')",878,780,0.013755,0.01222,0.000768,0.025974
"('Gameplay Effects/Changes', 'Not Safe For Work')",1345,35,0.021071,0.000548,3.1e-05,0.021619
"('Quests', ""Modder's Resource"")",636,1338,0.009964,0.020961,0.00058,0.030925
"('Related to Movies/TV/Other Games', 'Spanish')",478,93,0.007488,0.001457,9.4e-05,0.008945
"('Related to horses', 'Clothing')",194,1016,0.003039,0.015917,0.000266,0.018956
"('Clothing', 'Magic - Potions')",1016,230,0.015917,0.003603,0.001097,0.01952
"('Performance Optimization', 'Plants / Foliage')",162,226,0.002538,0.003541,0.00011,0.006078
"('Animation - New', 'Items - Furniture')",206,322,0.003227,0.005044,0.000329,0.008272
"('Environment - Water', 'Magic - Potions')",84,230,0.001316,0.003603,0.000172,0.004919
"('Clothing - Female', 'Weapons')",452,1765,0.007081,0.027651,0.001394,0.034732
"('Companions', 'Shivering Isles')",705,708,0.011045,0.011092,0.000768,0.022136
"('BAB Bodybase', 'Nudity')",72,225,0.001128,0.003525,4.7e-05,0.004653
"('Related to Movies/TV/Other Games', 'Guilds / Factions')",478,247,0.007488,0.00387,0.000172,0.011358
"('NPC Trainers', 'Shivering Isles')",173,708,0.00271,0.011092,0.00058,0.013802
"('Companion Friendly', 'Tutorials for Players')",368,40,0.005765,0.000627,4.7e-05,0.006392
"('Guilds / Factions', 'Knight of The Nine')",247,80,0.00387,0.001253,6.3e-05,0.005123
"('Robert Male Bodybase', 'New Lands')",223,325,0.003494,0.005091,0.000125,0.008585
"('Quests', 'Unrealistic')",636,81,0.009964,0.001269,3.1e-05,0.011233
"('Unrealistic', 'Items - Leveled')",81,166,0.001269,0.002601,3.1e-05,0.00387
"('Companion Friendly', 'Environment - Water')",368,84,0.005765,0.001316,0.000125,0.007081
"('Items - Clutter', 'COBL (Common Oblivion)')",621,118,0.009729,0.001849,0.000172,0.011577
"('For female characters', 'BAB Bodybase')",1825,72,0.028591,0.001128,0.000642,0.029719
"('For male characters', 'NPC Vendors')",1242,546,0.019457,0.008554,0.002397,0.028011
"('Lighting', 'Spanish')",159,93,0.002491,0.001457,0.000141,0.003948
"('Clothing', 'Tutorials for Modders')",1016,95,0.015917,0.001488,6.3e-05,0.017405
"('Related to vampires', 'OBSE (Oblivion Script Extender)')",250,819,0.003917,0.012831,0.000313,0.016747
"('Performance Optimization', 'Magic - Spells')",162,614,0.002538,0.009619,0.000251,0.012157
"('Hair', 'OBSE (Oblivion Script Extender)')",178,819,0.002789,0.012831,0.000188,0.015619
"('Items - Clutter', 'NPCs')",621,1098,0.009729,0.017201,0.002193,0.02693
"('TFF/UFF Bodybase', 'Weapons')",156,1765,0.002444,0.027651,0.000188,0.030095
"('Sexy/Skimpy', 'Items - Ingredients')",267,319,0.004183,0.004997,6.3e-05,0.00918
"('Companions', 'Clothing')",705,1016,0.011045,0.015917,0.000752,0.026961
"('Related to horses', 'Utilities for Modders')",194,236,0.003039,0.003697,6.3e-05,0.006736
"('Audio - Sound FX', 'Creatures')",190,461,0.002977,0.007222,0.000642,0.010199
"('Classes component', 'Quests')",117,636,0.001833,0.009964,0.000235,0.011797
"('New textures', 'Unrealistic')",2621,81,0.041061,0.001269,0.000188,0.04233
"('Scripted Events', 'English')",562,6911,0.008804,0.108269,0.00694,0.117073
"('Companion Friendly', 'Related to horses')",368,194,0.005765,0.003039,0.00036,0.008804
"('Humor, Joke or Just for Fun', 'Tutorials for Modders')",256,95,0.004011,0.001488,3.1e-05,0.005499
"('Unbalanced', 'Locations - Caverns')",69,284,0.001081,0.004449,3.1e-05,0.00553
"('Replacer', 'Items - Ingredients')",898,319,0.014068,0.004997,0.000204,0.019066
"('Classes component', 'Guilds / Factions')",117,247,0.001833,0.00387,0.000204,0.005702
"('Lore-Friendly', 'Translation')",1738,32,0.027228,0.000501,7.8e-05,0.027729
"('Gameplay Effects/Changes', 'Body models')",1345,144,0.021071,0.002256,0.000251,0.023327
"('Environment - Water', 'Items - Ingredients')",84,319,0.001316,0.004997,0.000235,0.006313
"('Clothing', 'Locations - World Map')",1016,522,0.015917,0.008178,0.001222,0.024094
"('Environment - Other', 'OBSE (Oblivion Script Extender)')",346,819,0.00542,0.012831,0.000329,0.018251
"('Creatures - Rideable', 'Items - Leveled')",148,166,0.002319,0.002601,0.000219,0.004919
"('Fair and balanced', 'Audio - Sound FX')",449,190,0.007034,0.002977,0.000345,0.010011
"('Scripted Events', 'Locations - Caverns')",562,284,0.008804,0.004449,0.001441,0.013254
"('For female characters', 'Environment - Other')",1825,346,0.028591,0.00542,0.000423,0.034011
"('Locations - World Map', 'Tutorials for Modders')",522,95,0.008178,0.001488,4.7e-05,0.009666
"('Video', 'Lore-Friendly')",128,1738,0.002005,0.027228,0.000298,0.029233
"('Races - New', 'Armor - Shields')",515,780,0.008068,0.01222,0.000674,0.020288
"('Clothing - Male', 'Magic - Enchantments')",226,358,0.003541,0.005608,0.000564,0.009149
"('Cheating', 'New models')",396,1961,0.006204,0.030721,0.000235,0.036925
"('Performance Optimization', 'Russian')",162,228,0.002538,0.003572,9.4e-05,0.00611
"('Related to horses', 'Body models')",194,144,0.003039,0.002256,3.1e-05,0.005295
"('Fair and balanced', 'Locations - Caverns')",449,284,0.007034,0.004449,0.000423,0.011483
"('Performance Optimization', ""Modder's Resource"")",162,1338,0.002538,0.020961,0.000172,0.023499
"('Cheating', 'Not Safe For Work')",396,35,0.006204,0.000548,4.7e-05,0.006752
"('Not Lore-Friendly', 'Locations - Dungeons')",262,477,0.004105,0.007473,0.000172,0.011577
"('French', 'Tutorials for Modders')",170,95,0.002663,0.001488,1.6e-05,0.004152
"('For female characters', 'Quests')",1825,636,0.028591,0.009964,0.002099,0.038554
"('Classes component', 'New models')",117,1961,0.001833,0.030721,0.00036,0.032554
"('Animation - Modified', 'Items - Ingredients')",148,319,0.002319,0.004997,0.000172,0.007316
"('Environment - Sky', 'French')",105,170,0.001645,0.002663,0.000172,0.004308
"('Poses', 'Anime')",49,88,0.000768,0.001379,3.1e-05,0.002146
"('Official', 'Tutorials for Modders')",43,95,0.000674,0.001488,6.3e-05,0.002162
"('Quests', 'Not Lore-Friendly')",636,262,0.009964,0.004105,0.000157,0.014068
"('Races - Modified', 'Magic - Potions')",253,230,0.003964,0.003603,0.000125,0.007567
"('NPCs', 'OBSE (Oblivion Script Extender)')",1098,819,0.017201,0.012831,0.001676,0.030032
"('Clothing', ""Modder's Resource"")",1016,1338,0.015917,0.020961,0.001394,0.036878
"('Locations - Caverns', 'OBMM (Oblivion Mod Manager)')",284,116,0.004449,0.001817,0.000125,0.006266
"('Audio - Sound FX', 'Saved games')",190,481,0.002977,0.007535,3.1e-05,0.010512
"('Official', 'Clothing - Female')",43,452,0.000674,0.007081,3.1e-05,0.007755
"('Items - Clutter', 'OBMM (Oblivion Mod Manager)')",621,116,0.009729,0.001817,0.000172,0.011546
"('Environment - Weather', 'Items - Furniture')",101,322,0.001582,0.005044,0.000251,0.006627
"('Poses', 'Audio - Voices')",49,157,0.000768,0.00246,6.3e-05,0.003227
"('BAB Bodybase', 'Clothing')",72,1016,0.001128,0.015917,0.000345,0.017045
"('Hair', 'Spanish')",178,93,0.002789,0.001457,3.1e-05,0.004246
"('Polish', 'Creatures')",53,461,0.00083,0.007222,3.1e-05,0.008052
"('Environment - Weather', 'Unrealistic')",101,81,0.001582,0.001269,1.6e-05,0.002851
"('Russian', 'Items - Apparatus')",228,186,0.003572,0.002914,6.3e-05,0.006486
"('New textures', 'Not Safe For Work')",2621,35,0.041061,0.000548,0.000125,0.041609
"('Fair and balanced', 'Plants / Foliage')",449,226,0.007034,0.003541,0.00036,0.010575
"('Related to vampires', 'Cheating')",250,396,0.003917,0.006204,9.4e-05,0.01012
"('Robert Female Bodybase', ""Modder's Resource"")",129,1338,0.002021,0.020961,0.000235,0.022982
"('Creatures', 'Items - Ingredients')",461,319,0.007222,0.004997,0.00141,0.01222
"('Audio - Voices', 'Locations - World Map')",157,522,0.00246,0.008178,0.000627,0.010637
"('NPC Vendors', 'COBL (Common Oblivion)')",546,118,0.008554,0.001849,0.000157,0.010402
"('Cheating', 'Environment - Other')",396,346,0.006204,0.00542,4.7e-05,0.011624
"('Races - Modified', 'Video')",253,128,0.003964,0.002005,0.000157,0.005969
"('Cheating', 'Environment - Water')",396,84,0.006204,0.001316,3.1e-05,0.00752
"('Creatures - Rideable', 'Magic - Potions')",148,230,0.002319,0.003603,0.000251,0.005922
"('Video', 'Items - Furniture')",128,322,0.002005,0.005044,0.000125,0.00705
"('Anime', 'Translation')",88,32,0.001379,0.000501,1.6e-05,0.00188
"('Companion Friendly', 'TFF/UFF Bodybase')",368,156,0.005765,0.002444,1.6e-05,0.008209
"('Fair and balanced', 'Birthsigns')",449,67,0.007034,0.00105,0.000157,0.008084
"('COBL (Common Oblivion)', 'Shivering Isles')",118,708,0.001849,0.011092,0.000282,0.01294
"('Translation', 'Items - Furniture')",32,322,0.000501,0.005044,1.6e-05,0.005546
"('Official', 'Environment - Water')",43,84,0.000674,0.001316,1.6e-05,0.00199
"('Replacer', 'Magic - Enchantments')",898,358,0.014068,0.005608,0.000157,0.019677
"('Anime', 'Unrealistic')",88,81,0.001379,0.001269,0.000313,0.002648
"('TFF/UFF Bodybase', 'Races - Modified')",156,253,0.002444,0.003964,7.8e-05,0.006407
"('Environment - Other', 'New Lands')",346,325,0.00542,0.005091,0.000736,0.010512
"('Environment - Sky', 'Not Safe For Work')",105,35,0.001645,0.000548,1.6e-05,0.002193
"('BAB Bodybase', 'Shivering Isles')",72,708,0.001128,0.011092,7.8e-05,0.01222
"('For female characters', 'Animation - New')",1825,206,0.028591,0.003227,0.000392,0.031818
"('Scripted Events', 'Sexy/Skimpy')",562,267,0.008804,0.004183,3.1e-05,0.012987
"('Cheating', 'Quests')",396,636,0.006204,0.009964,0.000235,0.016167
"('For female characters', 'Lighting')",1825,159,0.028591,0.002491,0.000329,0.031082
"('For male characters', 'COBL (Common Oblivion)')",1242,118,0.019457,0.001849,0.000235,0.021306
"('Classes component', 'Czech')",117,8,0.001833,0.000125,1.6e-05,0.001958
"('Audio - Music', 'Not Lore-Friendly')",203,262,0.00318,0.004105,0.00011,0.007285
"('Robert Female Bodybase', 'Locations - Player-Owned')",129,1130,0.002021,0.017703,3.1e-05,0.019724
"('Companion Friendly', 'Unrealistic')",368,81,0.005765,0.001269,7.8e-05,0.007034
"('Not Safe For Work', 'Spanish')",35,93,0.000548,0.001457,1.6e-05,0.002005
"('Related to vampires', 'Locations - Player-Owned')",250,1130,0.003917,0.017703,0.000627,0.021619
"('TFF/UFF Bodybase', 'Translation')",156,32,0.002444,0.000501,1.6e-05,0.002945
"('Books', 'Tutorials for Players')",430,40,0.006736,0.000627,6.3e-05,0.007363
"('For female characters', 'Audio - Voices')",1825,157,0.028591,0.00246,0.000517,0.03105
"('English', 'Creatures')",6911,461,0.108269,0.007222,0.005248,0.115491
"('For female characters', 'English')",1825,6911,0.028591,0.108269,0.017828,0.136859
"('Poses', 'Humor, Joke or Just for Fun')",49,256,0.000768,0.004011,4.7e-05,0.004778
"('Scripted Events', 'COBL (Common Oblivion)')",562,118,0.008804,0.001849,0.000172,0.010653
"('Related to vampires', 'Locations - Dungeons')",250,477,0.003917,0.007473,0.000407,0.011389
"('Robert Male Bodybase', ""Modder's Resource"")",223,1338,0.003494,0.020961,0.000329,0.024455
"('Performance Optimization', 'Humor, Joke or Just for Fun')",162,256,0.002538,0.004011,9.4e-05,0.006548
"('Clothing - Male', 'Items - Apparatus')",226,186,0.003541,0.002914,0.00036,0.006454
"('EC/HGEC Bodybase', 'OBSE (Oblivion Script Extender)')",878,819,0.013755,0.012831,0.000924,0.026585
"('Items - Leveled', 'Tutorials for Players')",166,40,0.002601,0.000627,3.1e-05,0.003227
"('Locations - World Map', 'Weapons')",522,1765,0.008178,0.027651,0.002178,0.035828
"('Companions', 'Utilities for Modders')",705,236,0.011045,0.003697,9.4e-05,0.014742
"('For male characters', 'Nudity')",1242,225,0.019457,0.003525,0.000266,0.022982
"('Items - Leveled', 'Magic - Enchantments')",166,358,0.002601,0.005608,0.000799,0.008209
"('Items - Ingredients', 'Plants / Foliage')",319,226,0.004997,0.003541,0.001441,0.008538
"('Hair', 'Not Lore-Friendly')",178,262,0.002789,0.004105,9.4e-05,0.006893
"('Races - Modified', 'Clothing - Female')",253,452,0.003964,0.007081,0.000172,0.011045
"('Robert Female Bodybase', 'German')",129,396,0.002021,0.006204,7.8e-05,0.008225
"('Environment - Weather', 'New textures')",101,2621,0.001582,0.041061,0.000642,0.042643
"('Video', 'Clothing - Female')",128,452,0.002005,0.007081,3.1e-05,0.009086
"('Audio - Music', 'Armor - Shields')",203,780,0.00318,0.01222,0.000345,0.0154
"('Companions', 'Compilation')",705,192,0.011045,0.003008,0.000454,0.014053
"('Armor - Shields', 'Items - Apparatus')",780,186,0.01222,0.002914,0.000924,0.015133
"('Unrealistic', 'Weapons')",81,1765,0.001269,0.027651,0.000157,0.02892
"('Performance Optimization', 'Locations - Caverns')",162,284,0.002538,0.004449,0.000125,0.006987
"('Birthsigns', 'Weapons')",67,1765,0.00105,0.027651,0.000204,0.0287
"('Video', 'English')",128,6911,0.002005,0.108269,0.001394,0.110274
"('Humor, Joke or Just for Fun', 'Items - Furniture')",256,322,0.004011,0.005044,0.000157,0.009055
"('TFF/UFF Bodybase', 'OBMM (Oblivion Mod Manager)')",156,116,0.002444,0.001817,3.1e-05,0.004261
"('New models', 'Creatures - Rideable')",1961,148,0.030721,0.002319,0.000862,0.03304
"('Related to horses', 'Items - Leveled')",194,166,0.003039,0.002601,9.4e-05,0.00564
"('Environment - Other', 'Nudity')",346,225,0.00542,0.003525,3.1e-05,0.008945
"('Clothing', 'OBMM (Oblivion Mod Manager)')",1016,116,0.015917,0.001817,0.000235,0.017734
"('TFF/UFF Bodybase', 'Scripted Events')",156,562,0.002444,0.008804,3.1e-05,0.011248
"('Face models', 'Czech')",258,8,0.004042,0.000125,1.6e-05,0.004167
"('Official', 'Books')",43,430,0.000674,0.006736,0.00011,0.00741
"('Scripted Events', 'Polish')",562,53,0.008804,0.00083,0.00011,0.009635
"('Saved games', 'User Interface')",481,226,0.007535,0.003541,4.7e-05,0.011076
"('Races - Modified', 'Items - Clutter')",253,621,0.003964,0.009729,0.000157,0.013692
"('Quests', 'Translation')",636,32,0.009964,0.000501,0.00011,0.010465
"('New textures', 'NPCs')",2621,1098,0.041061,0.017201,0.004183,0.058262
"('EC/HGEC Bodybase', 'Robert Male Bodybase')",878,223,0.013755,0.003494,0.001473,0.017248
"('Lighting', 'Czech')",159,8,0.002491,0.000125,4.7e-05,0.002616
"('Animation - Modified', 'English')",148,6911,0.002319,0.108269,0.001551,0.110587
"('Animation - New', 'French')",206,170,0.003227,0.002663,9.4e-05,0.00589
"('Birthsigns', 'Plants / Foliage')",67,226,0.00105,0.003541,9.4e-05,0.00459
"('Fair and balanced', 'Other languages')",449,28,0.007034,0.000439,0.000141,0.007473
"('German', 'NPC Trainers')",396,173,0.006204,0.00271,0.000235,0.008914
"('Related to vampires', 'Italian')",250,81,0.003917,0.001269,7.8e-05,0.005185
"('Video', 'Not Lore-Friendly')",128,262,0.002005,0.004105,3.1e-05,0.00611
"('Animation - New', 'Tutorials for Modders')",206,95,0.003227,0.001488,6.3e-05,0.004716
"('Plants / Foliage', 'Tutorials for Players')",226,40,0.003541,0.000627,4.7e-05,0.004167
"('Czech', 'Locations - Buildings')",8,839,0.000125,0.013144,1.6e-05,0.013269
"('Creatures', 'Magic - Enchantments')",461,358,0.007222,0.005608,0.000752,0.012831
"('Clothing - Female', ""Modder's Resource"")",452,1338,0.007081,0.020961,0.000439,0.028042
"('Compilation', 'TFF/UFF Bodybase')",192,156,0.003008,0.002444,3.1e-05,0.005452
"('New textures', 'Tutorials for Players')",2621,40,0.041061,0.000627,3.1e-05,0.041688
"('Body models', 'Spanish')",144,93,0.002256,0.001457,1.6e-05,0.003713
"('Translation', 'Plants / Foliage')",32,226,0.000501,0.003541,1.6e-05,0.004042
"('Companions', 'French')",705,170,0.011045,0.002663,7.8e-05,0.013708
"('Audio - Voices', 'Races - New')",157,515,0.00246,0.008068,0.000345,0.010528
"('Races - New', 'Polish')",515,53,0.008068,0.00083,3.1e-05,0.008898
"('TFF/UFF Bodybase', 'Animation - New')",156,206,0.002444,0.003227,3.1e-05,0.005671
"('Russian', 'Tutorials for Modders')",228,95,0.003572,0.001488,1.6e-05,0.00506
"('Unbalanced', 'New textures')",69,2621,0.001081,0.041061,0.000157,0.042142
"('New models', 'Italian')",1961,81,0.030721,0.001269,0.000172,0.03199
"('BAB Bodybase', 'Creatures - Rideable')",72,148,0.001128,0.002319,3.1e-05,0.003447
"('Birthsigns', 'Races - Modified')",67,253,0.00105,0.003964,0.000251,0.005013
"('Magic - Enchantments', 'NPC Vendors')",358,546,0.005608,0.008554,0.001065,0.014162
"('Not Safe For Work', 'Non-Playable Resource')",35,237,0.000548,0.003713,1.6e-05,0.004261
"('For male characters', 'Other languages')",1242,28,0.019457,0.000439,6.3e-05,0.019896
"('Poses', 'BAB Bodybase')",49,72,0.000768,0.001128,4.7e-05,0.001896
"('Hair', 'New models')",178,1961,0.002789,0.030721,0.001034,0.03351
"('Robert Male Bodybase', 'New textures')",223,2621,0.003494,0.041061,0.001441,0.044554
"('Companion Friendly', 'Hair')",368,178,0.005765,0.002789,0.00011,0.008554
"('For male characters', 'Not Safe For Work')",1242,35,0.019457,0.000548,1.6e-05,0.020006
"('Audio - Voices', 'Weapons')",157,1765,0.00246,0.027651,0.000658,0.03011
"('Chargen', 'Items - Clutter')",108,621,0.001692,0.009729,6.3e-05,0.011421
"('Related to Movies/TV/Other Games', 'Quests')",478,636,0.007488,0.009964,0.000564,0.017452
"('Official', 'Creatures')",43,461,0.000674,0.007222,4.7e-05,0.007896
"('Humor, Joke or Just for Fun', 'Utilities for Players')",256,368,0.004011,0.005765,0.00011,0.009776
"('English', 'Weapons')",6911,1765,0.108269,0.027651,0.019551,0.135919
"('Anime', 'Utilities for Modders')",88,236,0.001379,0.003697,1.6e-05,0.005076
"('Czech', 'Magic - Potions')",8,230,0.000125,0.003603,1.6e-05,0.003729
"('Robert Male Bodybase', 'Plants / Foliage')",223,226,0.003494,0.003541,6.3e-05,0.007034
"('Guilds / Factions', 'Polish')",247,53,0.00387,0.00083,3.1e-05,0.0047
"('Polish', 'OBMM (Oblivion Mod Manager)')",53,116,0.00083,0.001817,1.6e-05,0.002648
"('Animation - New', 'Environment - Weather')",206,101,0.003227,0.001582,0.000125,0.004809
"('Fair and balanced', 'New Lands')",449,325,0.007034,0.005091,0.000376,0.012126
"('Poses', 'Lore-Friendly')",49,1738,0.000768,0.027228,9.4e-05,0.027995
"('Environment - Sky', 'Armor - Shields')",105,780,0.001645,0.01222,0.000266,0.013865
"('French', 'Plants / Foliage')",170,226,0.002663,0.003541,0.00011,0.006204
"('Official', 'Scripted Events')",43,562,0.000674,0.008804,3.1e-05,0.009478
"('Compilation', 'BAB Bodybase')",192,72,0.003008,0.001128,1.6e-05,0.004136
"('Unrealistic', 'French')",81,170,0.001269,0.002663,1.6e-05,0.003932
"('Animation - Modified', 'Clothing - Female')",148,452,0.002319,0.007081,0.000219,0.0094
"('Related to vampires', 'Utilities for Players')",250,368,0.003917,0.005765,4.7e-05,0.009682
"('Audio - Sound FX', 'Not Safe For Work')",190,35,0.002977,0.000548,1.6e-05,0.003525
"('Related to Movies/TV/Other Games', 'Environment - Other')",478,346,0.007488,0.00542,0.000219,0.012909
"('Body models', 'Shivering Isles')",144,708,0.002256,0.011092,0.000329,0.013348
"('English', 'OBSE (Oblivion Script Extender)')",6911,819,0.108269,0.012831,0.008804,0.121099
"('Classes component', 'Knight of The Nine')",117,80,0.001833,0.001253,6.3e-05,0.003086
"('NPCs', 'Tutorials for Modders')",1098,95,0.017201,0.001488,0.000172,0.01869
"('Hair', 'Creatures - Rideable')",178,148,0.002789,0.002319,0.00011,0.005107
"('Audio - Voices', 'Italian')",157,81,0.00246,0.001269,4.7e-05,0.003729
"('Cheating', 'Books')",396,430,0.006204,0.006736,0.000517,0.01294
"('Anime', 'Magic - Spells')",88,614,0.001379,0.009619,3.1e-05,0.010998
"('Magic - Spells', 'Weapons')",614,1765,0.009619,0.027651,0.00246,0.03727
"('For female characters', 'Lore-Friendly')",1825,1738,0.028591,0.027228,0.003776,0.055818
"('Clothing - Male', 'Locations - Caverns')",226,284,0.003541,0.004449,0.000376,0.00799
"('Birthsigns', 'Environment - Sky')",67,105,0.00105,0.001645,3.1e-05,0.002695
"('Spanish', 'NPC Vendors')",93,546,0.001457,0.008554,4.7e-05,0.010011
"('Unbalanced', 'Books')",69,430,0.001081,0.006736,7.8e-05,0.007817
"('Robert Female Bodybase', 'Polish')",129,53,0.002021,0.00083,1.6e-05,0.002851
"('Locations - Buildings', 'COBL (Common Oblivion)')",839,118,0.013144,0.001849,0.000313,0.014992
"('EC/HGEC Bodybase', 'TFF/UFF Bodybase')",878,156,0.013755,0.002444,0.000439,0.016199
"('EC/HGEC Bodybase', 'Races - New')",878,515,0.013755,0.008068,0.001112,0.021823
"('Polish', 'Clothing - Male')",53,226,0.00083,0.003541,1.6e-05,0.004371
"('Armor - Shields', 'Items - Ingredients')",780,319,0.01222,0.004997,0.001269,0.017217
"('TFF/UFF Bodybase', 'Not Safe For Work')",156,35,0.002444,0.000548,1.6e-05,0.002992
"('German', 'Non-Playable Resource')",396,237,0.006204,0.003713,0.00011,0.009917
"('For male characters', 'Cheating')",1242,396,0.019457,0.006204,0.000752,0.025661
"('Leveled Lists', 'Lighting')",150,159,0.00235,0.002491,0.000141,0.004841
"('Clothing - Male', 'OBSE (Oblivion Script Extender)')",226,819,0.003541,0.012831,0.000392,0.016371
"('Environment - Weather', 'NPC Vendors')",101,546,0.001582,0.008554,0.000172,0.010136
"('Clothing', 'Locations - Caverns')",1016,284,0.015917,0.004449,0.001065,0.020366
"('Races - Modified', 'Utilities for Players')",253,368,0.003964,0.005765,9.4e-05,0.009729
"('Locations - Player-Owned', 'NPC Vendors')",1130,546,0.017703,0.008554,0.002554,0.026256
"('Locations - Player-Owned', 'Magic - Potions')",1130,230,0.017703,0.003603,0.001269,0.021306
"('Official', 'Leveled Lists')",43,150,0.000674,0.00235,4.7e-05,0.003024
"('Body models', 'Hair')",144,178,0.002256,0.002789,0.000595,0.005044
"('Hair', 'Items - Furniture')",178,322,0.002789,0.005044,0.000157,0.007833
"('New textures', 'NPC Trainers')",2621,173,0.041061,0.00271,0.001097,0.043771
"('Robert Male Bodybase', 'Items - Leveled')",223,166,0.003494,0.002601,3.1e-05,0.006094
"('Environment - Water', 'Utilities for Modders')",84,236,0.001316,0.003697,6.3e-05,0.005013
"('Companion Friendly', 'Saved games')",368,481,0.005765,0.007535,4.7e-05,0.013301
"('Related to Movies/TV/Other Games', 'Polish')",478,53,0.007488,0.00083,7.8e-05,0.008319
"('New Lands', 'Shivering Isles')",325,708,0.005091,0.011092,0.000846,0.016183
"('Cheating', 'TFF/UFF Bodybase')",396,156,0.006204,0.002444,1.6e-05,0.008648
"('Nudity', 'Czech')",225,8,0.003525,0.000125,1.6e-05,0.00365
"('Environment - Weather', 'Tutorials for Players')",101,40,0.001582,0.000627,1.6e-05,0.002209
"('For female characters', 'Czech')",1825,8,0.028591,0.000125,1.6e-05,0.028716
"('Audio - Voices', 'Knight of The Nine')",157,80,0.00246,0.001253,1.6e-05,0.003713
"('BAB Bodybase', 'Environment - Water')",72,84,0.001128,0.001316,3.1e-05,0.002444
"('New Lands', 'Sexy/Skimpy')",325,267,0.005091,0.004183,6.3e-05,0.009274
"('Quests', 'Not Safe For Work')",636,35,0.009964,0.000548,1.6e-05,0.010512
"('Official', 'French')",43,170,0.000674,0.002663,7.8e-05,0.003337
"('Robert Male Bodybase', 'Czech')",223,8,0.003494,0.000125,1.6e-05,0.003619
"('Clothing - Male', 'Tutorials for Players')",226,40,0.003541,0.000627,1.6e-05,0.004167
"('Lighting', 'Locations - Buildings')",159,839,0.002491,0.013144,0.000658,0.015635
"('Gameplay Effects/Changes', 'Robert Male Bodybase')",1345,223,0.021071,0.003494,0.00011,0.024564
"('Poses', 'Birthsigns')",49,67,0.000768,0.00105,3.1e-05,0.001817
